repo_name,function_name,language,file_path,line,signature_excerpt,visibility,invocation_type,called_by,reference_count,string_reference_count,live_confidence,notes,owner_review,status
Solution,dr,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/sw.bundle.js (1 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (9 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (7 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (1 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (7 call refs, 0 string refs)",25,0,high,,,
Solution,el,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 1 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (6 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (6 call refs, 0 string refs)",15,1,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,gn,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (6 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (13 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (13 call refs, 0 string refs)",32,0,high,,,
Solution,h,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","src/agents/tool-call-classifier.ts (0 call refs, 1 string refs); playwright-report/trace/uiMode.C2Efnu2P.js (6 call refs, 0 string refs); playwright-report/trace/index.BCnMPevh.js (2 call refs, 0 string refs); playwright-report/trace/sw.bundle.js (4 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (27 call refs, 1 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (17 call refs, 2 string refs); playwright-report-ui/trace/uiMode.C2Efnu2P.js (6 call refs, 0 string refs); playwright-report-ui/trace/index.BCnMPevh.js (2 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (4 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (17 call refs, 2 string refs)",85,6,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,hn,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (6 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (13 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (13 call refs, 0 string refs)",32,0,high,,,
Solution,hr,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/sw.bundle.js (1 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (9 call refs, 1 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (0 call refs, 2 string refs); playwright-report-ui/trace/sw.bundle.js (1 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (0 call refs, 2 string refs)",11,5,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,jo,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (2 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (2 call refs, 0 string refs)",7,0,high,,,
Solution,jr,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (7 call refs, 0 string refs)",7,0,high,,,
Solution,jt,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/uiMode.C2Efnu2P.js (3 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (12 call refs, 0 string refs); playwright-report-ui/trace/uiMode.C2Efnu2P.js (3 call refs, 0 string refs)",18,0,high,,,
Solution,ks,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (2 call refs, 0 string refs)",2,0,high,,,
Solution,l,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/uiMode.C2Efnu2P.js (1 call refs, 0 string refs); playwright-report/trace/index.BCnMPevh.js (4 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (19 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (107 call refs, 0 string refs); tests/profile-manager.test.js (0 call refs, 1 string refs); playwright-report-ui/trace/uiMode.C2Efnu2P.js (1 call refs, 0 string refs); playwright-report-ui/trace/index.BCnMPevh.js (4 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (107 call refs, 0 string refs)",243,1,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,ms,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","src/resume-scheduler.js (1 call refs, 0 string refs); src/session-supervisor.js (2 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (2 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (1 call refs, 1 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (1 call refs, 1 string refs)",7,2,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,ot,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (20 call refs, 0 string refs)",20,0,high,,,
Solution,pn,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (6 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (13 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (13 call refs, 0 string refs)",32,0,high,,,
Solution,qo,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 0 string refs)",3,0,high,,,
Solution,qr,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (7 call refs, 0 string refs)",7,0,high,,,
Solution,rl,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (5 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (5 call refs, 0 string refs)",13,0,high,,,
Solution,tl,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (6 call refs, 0 string refs); tests/ui/dashboard.test.js (0 call refs, 2 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (6 call refs, 0 string refs)",15,2,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,tr,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","src/ui/dashboard.js (0 call refs, 5 string refs); playwright-report/trace/sw.bundle.js (1 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (10 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (0 call refs, 1 string refs); tests/ui/dashboard.test.js (0 call refs, 12 string refs); playwright-report-ui/trace/sw.bundle.js (1 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (0 call refs, 1 string refs)",12,19,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,vn,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (12 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (12 call refs, 0 string refs)",27,0,high,,,
Solution,vs,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (2 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (6 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (6 call refs, 0 string refs)",14,0,high,,,
Solution,wr,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/sw.bundle.js (2 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (8 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (7 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (2 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (7 call refs, 0 string refs)",26,0,high,,,
Solution,ws,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/uiMode.C2Efnu2P.js (0 call refs, 1 string refs); playwright-report/trace/index.BCnMPevh.js (0 call refs, 1 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (1 call refs, 0 string refs); playwright-report-ui/trace/uiMode.C2Efnu2P.js (0 call refs, 1 string refs); playwright-report-ui/trace/index.BCnMPevh.js (0 call refs, 1 string refs)",1,4,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,xs,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/sw.bundle.js (3 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (2 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (3 call refs, 0 string refs)",8,0,high,,,
Solution,ys,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/sw.bundle.js (3 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (2 call refs, 1 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (8 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (3 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (8 call refs, 0 string refs)",24,1,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,zi,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (4 call refs, 0 string refs)",4,0,high,,,
Solution,zo,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (3 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (5 call refs, 0 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (5 call refs, 0 string refs)",13,0,high,,,
Solution,zs,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,5,"`?(Z=h.appendChild(c(""span"",D[0]==""\r""?""␍"":""␤"",""cm-invalidchar"")),Z.setAttribute(""cm-text"",D[0]),e.col+=1):(Z=e.cm.options.specialCharPlaceholder(D[0]),Z.setAttribute(""cm-text"",D[0]),k&&I<9?h.appendChild(c(""span"",[Z])):h.appendChild(Z),e.col+=1);e.map.push(e.pos,e.pos+1,Z),e.pos++}}if(e.trailingSpac",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/sw.bundle.js (2 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (2 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (2 call refs, 0 string refs)",6,0,high,,,
Solution,$n,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,7,"height: `+(ke-ge)+""px""))}function x(se,ge,Le){var ke=ye(i,se),Ee=ke.text.length,Ke,st;function Xe(tt,Ct){return Qn(e,B(se,tt),""div"",ke,Ct)}function Nt(tt,Ct,ft){var nt=Vo(e,ke,null,tt),rt=Ct==""ltr""==(ft==""after"")?""left"":""right"",Ze=ft==""after""?nt.begin:nt.end-(/\s/.test(ke.text.charAt(nt.end-1))?2:1)",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (5 call refs, 0 string refs)",5,0,high,,,
Solution,Hi,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,7,"height: `+(ke-ge)+""px""))}function x(se,ge,Le){var ke=ye(i,se),Ee=ke.text.length,Ke,st;function Xe(tt,Ct){return Qn(e,B(se,tt),""div"",ke,Ct)}function Nt(tt,Ct,ft){var nt=Vo(e,ke,null,tt),rt=Ct==""ltr""==(ft==""after"")?""left"":""right"",Ze=ft==""after""?nt.begin:nt.end-(/\s/.test(ke.text.charAt(nt.end-1))?2:1)",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (4 call refs, 0 string refs); playwright-report/trace/assets/defaultSettingsView-D31xz8zv.js (9 call refs, 0 string refs); tests/feature-gates.test.js (0 call refs, 3 string refs); tests/browser-bridge.test.js (0 call refs, 1 string refs); playwright-report-ui/trace/assets/defaultSettingsView-D31xz8zv.js (9 call refs, 0 string refs)",22,4,high,String-based references detected; check dynamic dispatch/config wiring.,,
Solution,Nt,js,playwright-report-ui/trace/assets/codeMirrorModule-Ds_H_9Yq.js,7,"height: `+(ke-ge)+""px""))}function x(se,ge,Le){var ke=ye(i,se),Ee=ke.text.length,Ke,st;function Xe(tt,Ct){return Qn(e,B(se,tt),""div"",ke,Ct)}function Nt(tt,Ct,ft){var nt=Vo(e,ke,null,tt),rt=Ct==""ltr""==(ft==""after"")?""left"":""right"",Ze=ft==""after""?nt.begin:nt.end-(/\s/.test(ke.text.charAt(nt.end-1))?2:1)",internal,"CLI, Handler, Scheduler, Test","playwright-report/trace/uiMode.C2Efnu2P.js (1 call refs, 0 string refs); playwright-report/trace/sw.bundle.js (4 call refs, 0 string refs); playwright-report/trace/assets/codeMirrorModule-Ds_H_9Yq.js (5 call refs, 0 string refs); playwright-report-ui/trace/uiMode.C2Efnu2P.js (1 call refs, 0 string refs); playwright-report-ui/trace/sw.bundle.js (4 call refs, 0 string refs)",15,0,high,,,
